Municipal Corporations,,,,,,,,,,,,,,
Corporation,District,Division,Body Type,Administrative Head,Typical Escalation Chain,Where to Report,Official Helpline,Official Email,Official Website,Ward Directory,Status,Verification Status,Last Verified,Source URL
Ahilyanagar Municipal Corporation,Ahilyanagar,Nashik,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Akola Municipal Corporation,Akola,Amravati,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Amravati Municipal Corporation,Amravati,Amravati,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Bhiwandi-Nizampur Municipal Corporation,Thane,Konkan,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Brihanmumbai Municipal Corporation,Mumbai City / Mumbai Suburban,Konkan,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Chandrapur Municipal Corporation,Chandrapur,Nagpur,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Chhatrapati Sambhajinagar Municipal Corporation,Chhatrapati Sambhajinagar,Chhatrapati Sambhajinagar,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Dhule Municipal Corporation,Dhule,Nashik,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Jalgaon Municipal Corporation,Jalgaon,Nashik,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Kalyan-Dombivli Municipal Corporation,Thane,Konkan,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Kolhapur Municipal Corporation,Kolhapur,Pune,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Latur Municipal Corporation,Latur,Chhatrapati Sambhajinagar,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Malegaon Municipal Corporation,Nashik,Nashik,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Mira-Bhayandar Municipal Corporation,Thane,Konkan,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Nagpur Municipal Corporation,Nagpur,Nagpur,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Nanded-Waghala Municipal Corporation,Nanded,Chhatrapati Sambhajinagar,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Nashik Municipal Corporation,Nashik,Nashik,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Navi Mumbai Municipal Corporation,Thane,Konkan,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Panvel Municipal Corporation,Raigad,Konkan,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Parbhani Municipal Corporation,Parbhani,Chhatrapati Sambhajinagar,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Pimpri-Chinchwad Municipal Corporation,Pune,Pune,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Pune Municipal Corporation,Pune,Pune,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Sangli-Miraj-Kupwad Municipal Corporation,Sangli,Pune,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Solapur Municipal Corporation,Solapur,Pune,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Thane Municipal Corporation,Thane,Konkan,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Ulhasnagar Municipal Corporation,Thane,Konkan,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Vasai-Virar Municipal Corporation,Palghar,Konkan,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Ichalkaranji Municipal Corporation,Kolhapur,Pune,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
Jalna Municipal Corporation,Jalna,Chhatrapati Sambhajinagar,Municipal Corporation,Municipal Commissioner,Additional/Dy Commissioner → Ward/Zone Officer → Department Head,Official portal / grievance app / helpline,To be extracted,To be extracted,To be extracted,Ward directory required,Active,Official list; contacts pending,2026-07-13,https://mahadma.maharashtra.gov.in/en/list-of-corporation-2/
